image_name,AudioTime,TeacherTime ,StudentTime ,StudentRate,STSilent,TeacherMean,StudentMean,TeacherQuarter,TeacherMedian,TeacherThreeQuarters,TeacherStd,StudentQuarter,StudentMedian,StudentThreeQuarters,StudentStd,Interaction,value
2036287454-1617590608,636,206,70,0.253623188,95,2.145833333,1.52173913,1,2,2,2.238322524,1,1,2,0.88792218,16,0
2036288152-1591009565,4184,935,531,0.362210095,452,2.506702413,2.540669856,1,2,3,2.045998747,1,1,2,3.017500483,38,2
2036288152-1591702015,4629,2035,286,0.123222749,753,2.68469657,2.234375,1,2,3,2.327153618,1,1,2,2.315590348,39,2
2036290398-1591093699869,8214,3737,1426,0.27619601,1146,3.733266733,2.83499006,1,2,5,4.231758762,1,2,3,3.091984295,175,2
2036291161-1599567171247,1731,666,358,0.349609375,259,3.141509434,2.864,1,2,4,2.973623954,1,2,3,3.399108042,40,2
2036292031-1620652042367,2327,990,228,0.187192118,463,2.175824176,1.948717949,1,2,3,1.501786063,1,1,2,2.806538406,52,2
2036294006-1621343312007,1302,498,126,0.201923077,226,2.203539823,1.465116279,1,2,3,2.022800224,1,1,1,1.195065092,34,2
2036294342-1622806535001,2340,1124,329,0.22642808,364,3.458461538,2.164473684,1,3,4,2.842951665,1,1,2,2.166708001,59,2
2036294874-1598960507096,3147,1100,444,0.287564767,539,2.263374486,1.78313253,1,2,3,2.017596848,1,1,2,2.053998026,63,2
2036295272-1622631585236,4887,707,533,0.42983871,405,2.783464567,1.917266187,1,1,3,3.308326154,1,1,2,1.845178244,48,0
2036296902-1617280975945,3130,1184,421,0.262305296,502,2.391919192,2.405714286,1,2,3,1.985762928,1,1,2,3.68609868,65,2
2036296902-1617881174749,3241,1127,859,0.432527694,507,2.796526055,3.35546875,1,2,4,2.266627416,1,2,4,3.965860361,94,2
2036296902-1618920557954,3558,1413,548,0.279449261,649,2.440414508,2.007326007,1,2,3,1.896406318,1,1,2,2.263834387,115,2
2036297157-1618037695311,1847,863,183,0.174952199,269,3.37109375,2.472972973,1,2,4,3.165838546,1,1,2,3.273902506,21,2
2036299123-1591006076738,5184,2223,415,0.157316149,824,2.511864407,1.976190476,1,2,3,2.182593994,1,1,2,2.590820151,72,2
2036302123-1591701181797,4866,1645,368,0.182811724,622,2.82161235,1.744075829,1,2,3,2.731843431,1,1,2,1.171446186,62,2
2036305396-1606309062878,3602,1701,93,0.051839465,327,5.154545455,1.309859155,1,2,4,13.34247488,1,1,1,0.623161279,18,0
2036305396-1606395158635,3521,1022,99,0.088314005,407,2.878873239,1.596774194,1,2,4,2.510875525,1,1,2,1.476145595,3,0
2036305803-1591009760342,3428,1177,606,0.339876612,512,2.553145336,2.082474227,1,2,3,2.024817726,1,1,3,1.920866021,64,2
2036307226-1591005611,13560,2885,2857,0.497561825,2061,2.002081888,1.712829736,1,1,2,1.504390278,1,1,2,1.041849402,344,2
2036307226-1621335222,6488,3132,429,0.120471778,301,4.878504673,2.145,1,3,6,5.555355158,1,1,2,2.310990781,43,0
2036307226-1621425312,7556,1943,1049,0.350601604,811,2.844802343,1.748333333,1,2,3,4.351753118,1,1,2,1.234586663,154,0
2036310329-1609073976029,1088,352,187,0.346938776,154,2.957983193,2.671428571,1,2,4,2.738287718,1,2,3,2.882839927,12,2
2036310813-1615379390760,3442,703,568,0.446892211,325,3.8,2.308943089,1,2,5,3.92012644,1,2,3,1.897926178,29,0
2036310813-1615466246695,3045,480,426,0.470198675,254,3.555555556,1.945205479,1,2,4,3.627561713,1,1,2,1.929184913,16,0
2036310813-1615631291676,11364,1627,2063,0.559078591,1238,3.099047619,2.036525173,1,2,4,3.065085806,1,1,2,1.808972086,62,0
2036310813-1615985050769,3391,508,396,0.438053097,271,3.155279503,2.275862069,1,2,4,2.816378451,1,1,3,2.248645862,17,0
2036310813-1616930688772,5206,399,969,0.708333333,586,2.912408759,1.811214953,1,2,4,2.916672289,1,1,2,1.559033547,12,0
2036310813-1616936162245,3196,513,404,0.440567067,297,3.375,1.584313725,1,2,4,2.94724588,1,1,2,1.079401363,14,0
2036310813-1617021792792,4789,436,1062,0.70894526,625,2.202020202,1.856643357,1,1,2.75,2.067293274,1,1,2,1.335389745,30,0
2036310813-1618052506689,3392,306,525,0.631768953,371,1.987012987,1.715686275,1,1,2,2.073760794,1,1,2,1.260060766,25,0
2036310813-1618055984324,6818,1341,1135,0.458400646,708,3.040816327,1.807324841,1,2,3,3.214054826,1,1,2,1.308594036,79,0
2036310968-1601813972504,4768,984,1236,0.556756757,700,2.466165414,2.447524752,1,2,3,2.361379608,1,2,3,2.388322868,56,2
2036312555-1617109631235,3478,1534,697,0.312415957,569,3.306034483,2.534545455,1,2,4,2.860524164,1,1,3,3.229891084,128,2
2036312980-1622117310150,5124,1796,536,0.229845626,553,2.910858995,1.444743935,1,2,3,3.686606428,1,1,2,0.656808933,128,2
2036317832-1617714851636,3236,1453,393,0.212892741,577,2.815891473,2.195530726,1,2,4,2.324838314,1,1,3,2.177717113,32,2
2036320256-1621763303185,2147,882,224,0.202531646,388,2.722222222,1.503355705,1,2,3,2.787077655,1,1,2,1.004208449,49,2
2036320260-1615978059705,3407,1183,275,0.18861454,467,2.366,1.470588235,1,2,3,2.204941617,1,1,2,0.818430951,67,2
2036321562-1617107386,2310,552,466,0.457760314,378,1.652694611,1.579661017,1,1,2,0.945532525,1,1,2,1.094012719,83,2
2036322201-1607512011376,3777,1230,415,0.252279635,583,2.16168717,1.820175439,1,2,3,1.695647276,1,1,2,1.657484949,51,2
2036323560-1591013607422,2360,996,306,0.235023041,417,2.360189573,2.28358209,1,2,3,2.013759784,1,1,2,2.628965148,47,2
2036323560-1623153942102,3407,1640,442,0.212295869,573,3.129770992,2.29015544,1,2,4,2.92322917,1,1,2,3.053133035,68,2
2036325004-1591011047431,3710,1652,252,0.132352941,548,2.987341772,1.555555556,1,2,3,3.352727473,1,1,2,1.147506072,48,2
2036325795-1615379537393,2422,234,183,0.438848921,157,2.571428571,1.742857143,1,2,3,2.119448865,1,1,2,1.293687124,12,0
2036327711-1618317922365,1798,686,100,0.127226463,243,3.03539823,1.492537313,1,2,4,2.782258726,1,1,2,0.704383124,11,2
2036329619-1603283582442,2220,757,241,0.241482966,251,2.742753623,1.785185185,1,2,3,3.029992804,1,1,2,1.148556428,32,2
2036332175-1621127321634,8879,3933,1423,0.265683346,1107,4.399328859,3.754617414,1,3,5,4.976140114,1,2,4,4.803046713,70,2
2036333280-1616227347415,1996,780,332,0.298561151,321,2.328358209,2.184210526,1,2,3,2.007382033,1,1,2,2.276924418,41,2
2036335891-1617583884579,10306,3123,669,0.176424051,959,3.447019868,1.639705882,1,2,4,3.869123697,1,1,2,1.292614406,85,0
2036337453-1617625719982,2621,938,251,0.211101766,445,2.276699029,1.549382716,1,2,3,1.928437658,1,1,2,0.898946721,47,2
2036338405-1618144150845,2765,702,143,0.169230769,373,2.221518987,1.211864407,1,1,3,1.927654773,1,1,1,0.486601592,23,2
2036340378-1621253937864,1622,600,151,0.201065246,317,2.076124567,1.372727273,1,1,2,1.61194032,1,1,2,0.661650576,36,2
2036341991-1617800174963,1686,668,181,0.213191991,154,5.138461538,2.033707865,1,3,6,5.609728325,1,1,3,1.4495253,22,2
2036343256-1617106841952,2236,747,221,0.228305785,375,1.872180451,1.323353293,1,2,2,1.512495029,1,1,2,0.613791899,57,2
2036344915-1610853295796,3963,1343,302,0.183586626,511,2.729674797,1.8875,1,2,3,2.478850149,1,1,2,2.569750251,48,2
2036350731-1617444085011,2488,907,287,0.240368509,426,1.963203463,1.449494949,1,2,2,1.420621644,1,1,1.75,1.005050569,75,2
2036351175-1591784826931,3664,1304,210,0.138705416,487,2.639676113,1.35483871,1,2,3,2.881662788,1,1,2,0.60023735,52,2
2036360405-1591008933141,2159,833,149,0.151731161,397,2.146907216,1.460784314,1,2,3,1.716786169,1,1,2,0.940524065,36,2
2036361183-1604118858321,3892,1034,759,0.423312883,376,3.602787456,3.285714286,1,2,4,4.346334269,1,2,3.5,4.081316314,37,2
2036361712-1617591247307,2771,487,548,0.529468599,383,2.126637555,2.099616858,1,1,2,1.73373078,1,1,2,2.172741942,38,0
2062556919-1616501404114,770,294,92,0.238341969,165,1.73964497,1.769230769,1,1,2,1.156102799,1,1,2,1.436436012,17,2
2062559428-1618055591016,4035,1643,545,0.249085923,311,6.761316872,1.847457627,1,1,2,23.51174811,1,1,2,1.229091243,47,2
2062559428-1622634874013,2758,1275,287,0.183738796,471,2.796052632,2.094890511,1,2,4,2.540240057,1,1,2,1.889923791,31,2
2062562403-1615375573866,2380,245,298,0.548802947,212,3.402777778,1.839506173,1,2,4,3.191801656,1,1,2,1.847992297,11,0
2062562403-1615549218928,2760,407,257,0.387048193,193,3.839622642,1.976923077,1,2,5.75,4.035879069,1,1,2,2.047745535,19,0
2062562403-1616584726953,3488,830,399,0.32465419,335,3.738738739,1.909090909,1,2,5,3.884559787,1,1,2,1.849210756,19,0
2062562403-1623410875095,5088,988,703,0.415730337,433,3.516014235,2.673003802,1,2,3,4.832249526,1,1,3,2.916050821,27,0
2062563269-1622860991239,3346,1497,331,0.18107221,534,2.912451362,1.770053476,1,2,4,2.900917483,1,1,2,1.313929303,50,2
2062567182-1621772052223,1810,661,131,0.16540404,307,2.295138889,1.505747126,1,1,3,2.041309611,1,1,2,0.998528723,26,2
2062567736-1615983676550,1533,694,149,0.176749703,258,2.915966387,3.104166667,1,2,3,3.568686676,1,1,4.25,3.217238034,7,2
2062578239-1617281615789,3962,863,1223,0.586289549,620,2.377410468,2.711751663,1,2,3,2.214526854,1,2,3,2.704123483,78,0
2062578239-1617627573290,3356,889,921,0.508839779,537,2.693939394,2.516393443,1,2,3,2.452024707,1,2,3,2.346318386,77,0
2062581293-1591094081034,5583,2701,345,0.113263296,1149,2.453224342,1.480686695,1,2,3,1.858357303,1,1,2,0.919527357,65,2
2062582658-1591012165457,6240,1475,915,0.382845188,547,2.741635688,3.363970588,1,2,3,2.403863805,1,1,3,5.247022319,63,2
2062583510-1591789906662,613,256,68,0.209876543,116,2.327272727,1.283018868,1,2,2,2.163538941,1,1,1,0.689965397,18,2
2064044659-1617107637912,5395,2238,1299,0.36726039,701,3.552380952,5.034883721,1,2,4,3.568492093,1,2,4,8.353727947,50,2
2064050370-1592305386580,8573,2046,1522,0.426569507,892,2.273333333,1.784290739,1,2,2,2.109030322,1,1,2,1.690316766,180,2
2064057456-1591700316571,7825,2536,2038,0.445561871,1096,3.066505441,3.106707317,1,2,4,3.043538426,1,2,4,3.265019432,102,2
2064058014-1617280739646,2559,569,375,0.397245763,448,1.374396135,1.237623762,1,1,2,0.588362934,1,1,1,0.449027976,124,2
2064061348-1620912572042,2622,1032,253,0.19688716,428,2.377880184,1.721088435,1,2,3,2.136252384,1,1,2,1.456126937,55,2
2064064441-1606551337584,611,243,49,0.167808219,92,2.7,1.441176471,1,2,3,2.47889972,1,1,2,0.746351793,11,2
2064075369-1615717573169,2449,559,338,0.376811594,291,2.529411765,2.1125,1,2,3,2.141642131,1,2,3,1.457953679,28,0
2064079000-1617710579863,4409,911,251,0.216006885,445,2.455525606,1.859259259,1,2,3,2.105344661,1,1,2,1.635259635,30,0
2064085440-1618488538263,2160,725,171,0.190848214,370,1.835443038,1.3359375,1,2,2,1.022964486,1,1,2,0.618320608,46,2
2064092347-1616591858574,3222,1152,395,0.255332902,599,2.079422383,1.73245614,1,2,3,1.452381853,1,1,2,1.3774135,63,2
2064092756-1619437413573,3091,1100,481,0.304237824,284,4.044117647,4.580952381,1,3,5,4.156296334,1,1,3,9.726827446,29,2
2064097051-1617272732403,2850,1357,139,0.092914439,603,2.228243021,1.263636364,1,2,3,1.626908909,1,1,1,0.672899692,38,2
2064109703-1608723834015,6747,2763,880,0.241559155,1215,2.567843866,1.900647948,1,2,3,2.495399935,1,1,2,2.289364553,142,2
2064111328-1620909893778,817,337,51,0.131443299,161,2.217105263,1.457142857,1,2,3,1.698919653,1,1,1.5,1.010033696,13,2
2064112955-1617408997911,2698,240,808,0.770992366,366,2.962962963,2.362573099,1,2,4,3.214982288,1,2,3,1.94878783,11,0
2064112955-1618619060361,5995,755,1449,0.657441016,801,2.163323782,1.942359249,1,1,2,2.164028375,1,1,2,1.421088272,90,0
2064113399-1591010532130,4811,1662,708,0.298734177,673,2.347457627,2.261980831,1,2,3,1.973847908,1,1,2,2.233570767,115,2
2064113399-1591354958421,4519,1774,744,0.295472597,610,3.074523397,2.828897338,1,2,4,3.047025956,1,2,3,3.404812703,43,2
2064113399-1591701853940,3676,1307,228,0.148534202,600,2.045383412,1.425,1,1,2,1.57253259,1,1,2,0.894075539,53,2
2064113399-1592306172573,6425,2299,771,0.251140065,837,3.009162304,2.190340909,1,2,4,3.468815553,1,1,2,2.504837007,76,2
2064115117-1592138235,3889,1144,494,0.301587302,619,1.945578231,1.715277778,1,2,2,1.489462421,1,1,2,1.344303736,91,2
2064115125-1591095484158,1943,856,121,0.123848516,309,2.675,1.44047619,1,2,3,2.417413317,1,1,2,0.796849073,33,2
2064115393-1604711315832,6415,603,474,0.440111421,307,2.68,2.755813953,1,2,3,2.155723279,1,2,3,3.121088603,44,0
2064115393-1605942068112,8148,734,378,0.339928058,397,1.588744589,1.35,1,1,2,0.949781881,1,1,2,0.585671198,100,0
2064116154-1618732203,1141,284,232,0.449612403,140,2.427350427,2.864197531,1,2,3,1.908764898,1,2,4,1.979602778,23,0
2064118491-1591009845,2099,818,147,0.152331606,285,2.297752809,1.256410256,1,2,3,2.120615246,1,1,1,0.511148911,45,2
2064118609-1617538656992,2926,387,659,0.63001912,370,2.512987013,2.362007168,1,2,3,2.196958721,1,2,3,1.934574922,25,0
2064118609-1618233122857,1489,117,352,0.750533049,175,2.4375,2.514285714,1,2,3,2.457348943,1,2,3,2.554402926,7,0
2064119477-1619259348674,2780,1394,393,0.219921656,469,2.833333333,4.792682927,1,2,4,2.485122057,1,1,1.75,17.39429295,40,2
2064119957-1618727594853,3942,1556,424,0.214141414,605,3.00967118,2.068292683,1,2,4,2.901133047,1,2,2,1.380969932,34,2
2064121473-1607337680057,3728,771,37,0.045792079,262,3.381578947,1.37037037,1,2,4,3.816150834,1,1,1.5,0.741523803,3,0
2064121563-1617100476049,2241,959,265,0.216503268,374,2.906060606,1.815068493,1,2,4,2.745589377,1,1,2,1.531298411,60,2
2064121981-1623586503,3624,483,694,0.589634664,336,3.354166667,2.798387097,1,2,4,3.676553475,1,2,4,2.735224831,13,0
2064122872-1617196744315,2322,731,301,0.291666667,345,2.088571429,1.700564972,1,2,3,1.609654153,1,1,2,1.079588367,46,2
2064123224-1617103838498,2111,625,312,0.332977588,350,2.009646302,1.485714286,1,1,2,1.605405246,1,1,2,0.78398181,56,2
2064123844-1592123686782,3739,1475,531,0.264705882,449,3.97574124,2.391891892,1,3,5,3.6290054,1,2,3,2.32720037,60,2
2064124384-1621343049,878,263,199,0.430735931,142,1.765100671,2.4875,1,1,2,1.061546945,1,1,2.25,3.121966882,21,2
2064128619-1617625174,1980,593,281,0.321510297,258,2.272030651,1.614942529,1,1,3,2.1623401,1,1,2,0.934877042,55,2
2064128787-1615720111487,5769,2379,226,0.086756238,815,2.84569378,2.378947368,1,2,3,3.029810867,1,1,3,2.476179914,19,2
2064131233-1621514656361,2862,1074,215,0.166795966,531,2.152304609,1.272189349,1,2,3,1.740392359,1,1,1,0.721602425,72,2
2064132718-1618659341714,1866,835,230,0.215962441,245,3.614718615,3.23943662,1,3,5,3.151748967,1,1,4,3.327224449,14,2
2064134613-1616501787440,1499,624,129,0.171314741,280,2.354716981,1.592592593,1,2,3,1.901610764,1,1,2,1.058038017,20,2
2064134950-1619008386,1434,502,196,0.280802292,228,2.201754386,1.462686567,1,2,3,1.749410597,1,1,1,1.242461276,42,2
2064136708-1606905680674,3516,1098,366,0.25,480,2.711111111,1.293286219,1,2,3,2.650051373,1,1,1,0.721152653,47,2
2064138019-1617018446,2500,1194,290,0.19541779,447,2.770301624,2.164179104,1,2,4,2.340870371,1,1,2,2.356223657,54,2
2064139175-1591013059839,3084,1322,296,0.182941904,499,2.58203125,1.720930233,1,2,3,2.728609994,1,1,2,1.308104855,60,2
2064139175-1591271406838,4307,1588,418,0.208374875,638,2.573743922,1.833333333,1,2,3,2.397541575,1,1,2,1.556097381,70,2
2064139559-1619258078,11689,3726,1825,0.328769591,1897,2.236494598,3.173913043,1,1,3,2.150608703,1,1,3,5.647701376,146,2
2064139880-1618124259,6064,1440,1855,0.562974203,697,3.529411765,3.601941748,1,2,4,3.969678398,1,2,4,4.392556061,122,0
2064139880-1618835377,5410,1081,1635,0.601988218,737,2.994459834,2.843478261,1,2,3,3.772704939,1,2,3,3.290762343,47,0
2064141998-1591013363080,1688,649,115,0.15052356,259,2.575396825,1.666666667,1,2,3,2.18612745,1,1,2,1.208629105,21,2
2064142589-1616669238138,1130,611,61,0.09077381,206,2.841860465,1.29787234,1,2,4,2.350803458,1,1,1,0.586622374,18,2
2064142619-1620103355100,7691,1525,389,0.203239289,511,3.329694323,2.446540881,1,2,4,3.482754059,1,2,3,2.094742662,16,0
2064142619-1621042378739,4063,326,61,0.157622739,62,6.52,2.259259259,1,2.5,9,7.140685384,1,2,3,1.375404628,0,0
2064146337-1591007995644,5035,1427,811,0.362377122,733,2.015536723,1.631790744,1,1,2,1.588870902,1,1,2,0.904310585,129,2
2064146337-1604709336222,4795,869,653,0.429040736,458,1.979498861,1.779291553,1,2,2,1.67632963,1,2,2,1.160745257,89,0
2064146337-1604714477621,5001,1053,715,0.404411765,534,2.19375,1.838046272,1,2,2,2.21259502,1,1,2,1.324624937,84,0
2064146337-1606299777145,8754,631,1755,0.735540654,830,2.894495413,2.166666667,1,1,2,4.696588327,1,2,2,1.935454131,58,0
2064146975-1617105229068,5106,1691,904,0.348362235,933,2.001183432,1.804391218,1,1,2,1.573250483,1,1,2,2.015356216,173,2
2064151024-1617111074344,1856,707,161,0.185483871,314,2.097922849,1.387931034,1,2,2,1.81574508,1,1,1,1.077610494,33,2
2064155878-1616916576814,1389,382,228,0.373770492,217,2.850746269,1.561643836,1,2,4,2.478501435,1,1,2,0.95392187,21,2
2064162864-1598954653665,1446,580,118,0.169054441,257,2.406639004,1.616438356,1,2,3,2.717343508,1,1,2,1.022390132,16,0
2064162864-1598956175061,805,310,69,0.182058047,172,1.9375,1.568181818,1,1,2,1.55279217,1,1,1,1.24634773,16,0
2064162864-1598957068743,848,166,182,0.522988506,74,7.217391304,2.71641791,1,2,6,11.40556691,1,2,3,2.221151559,1,0
2064162864-1598958178336,4155,1635,357,0.179216867,584,3.516129032,2.04,1,2,4,3.798289381,1,1,2,2.560441772,15,0
2064162864-1599048386337,5417,2305,298,0.114483289,955,2.607466063,1.619565217,1,2,3,2.396862503,1,1,2,1.397440215,32,0
2064162864-1599384250424,3515,1387,354,0.203331419,513,3.188505747,2.158536585,1,2,4,4.016825938,1,1,2,1.934317224,16,0
2064162864-1599567457751,650,232,52,0.183098592,77,3.866666667,2.166666667,1.75,3,5,3.693634775,1,1,2,2.496374182,0,0
2064162864-1599568568245,4263,1088,262,0.194074074,726,1.721518987,1.505747126,1,1,2,1.281952837,1,1,2,1.024255694,37,0
2064162864-1599650305257,2416,950,240,0.201680672,468,2.261904762,2.105263158,1,2,3,1.975500587,1,1,2,2.088181752,28,0
2064162864-1599653389370,1960,747,175,0.189804772,362,2.203539823,1.666666667,1,1,2,2.347701729,1,1,2,1.471960144,32,0
2064162864-1599895970366,3342,1207,411,0.254017305,482,2.936739659,2.834482759,1,2,4,2.869671194,1,1,3,4.038037534,14,0
2064162864-1599899841215,3391,771,779,0.502580645,401,6.217741935,2.382262997,1,3,8,7.879747101,1,2,3,2.385550267,16,0
2064162864-1600080401386,4096,1703,474,0.217730822,626,3.585263158,2.204651163,1,2,4.5,4.154530048,1,1,2,2.341214787,23,0
2064162864-1600168054171,3840,1490,386,0.20575693,436,4.950166113,2.086486486,1,3,6,5.672228396,1,1,2,2.241670835,14,0
2064162864-1600252304332,3827,1748,247,0.123809524,580,3.219152855,1.857142857,1,2,4,3.306853224,1,1,2,2.700008017,32,0
2064162864-1600598134706,3005,1327,175,0.116511318,614,2.399638336,1.732673267,1,2,3,1.989410338,1,1,2,1.810475568,22,0
2064162864-1600686689797,3644,1654,162,0.089207048,680,2.572317263,1.653061224,1,2,3,2.433984224,1,1,2,1.850617288,23,0
2064162864-1600773313653,3600,1699,202,0.106259863,651,2.822259136,1.87037037,1,2,3,2.776770089,1,1,2,2.679421728,28,0
2064165856-1604923342166,5354,503,272,0.350967742,272,2.225663717,1.416666667,1,1,2,4.905095378,1,1,2,0.761187646,52,0
2064166647-1617796073399,5412,1257,460,0.267909144,435,3.239690722,2.486486486,1,2,4,3.596117905,1,1,3,2.991124749,34,0
2064166647-1618833776985,5173,990,469,0.32145305,309,3.152866242,3.81300813,1,2,4,3.420788925,1,1,4,6.575350883,21,0
